"Park ID","Park Name","Address","Location Description","Park Category","Linear Park System","District","Classification Type","Neighbourhood","Electoral Ward","CCA","Water Area in Hectares","Land Area in Hectares","Polygon","Total Area in Hectares"
"964","King's Park",,"198 Kings Dr","Park and Open Space","South Winnipeg Parkway","South","Regional","FORT RICHMOND","St. Norbert - Seine River","Fort Garry","2.57134","39.652405","MULTIPOLYGON (((-97.11965251495117 49.79357857140916, -97.11941161043472 49.7935847355796, -97.11927853883792 49.79358716285049, -97.11906536796687 49.79363065677008, -97.11897139264543 49.793642533735934, -97.11888667597745 49.793655730339765, -97.11884938203107 49.793667897913956, -97.11863453730857 49.79376173686325, -97.11845465660934 49.793867657120366, -97.11834485933409 49.79393639599011, -97.11824717601053 49.793993727747676, -97.11820460718366 49.794012915624805, -97.11807942135003 49.79409147887638, -97.11805813084985 49.794106604722224, -97.11804909354123 49.79411032583797, -97.11788591261065 49.794262122059884, -97.11782477640965 49.794330121817985, -97.11780163241703 49.794364377233464, -97.1177608166754 49.79444943813724, -97.11769918511477 49.79453020293374, -97.11767357117513 49.794595901315645, -97.11760691251357 49.79474179942274, -97.11759088250615 49.79479326122545, -97.11753147869744 49.79492047725031, -97.11750939878435 49.794984613887664, -97.11749254462015 49.79502149009722, -97.11748664367128 49.79505899405114, -97.11747263194232 49.79510140350503, -97.11746190591055 49.79511283298663, -97.11745333851589 49.7951510132229, -97.11741831388967 49.79522645331549, -97.11741295614854 49.79527503016081, -97.11739030656464 49.79542551121893, -97.11738149043545 49.7955632640183, -97.11738250265971 49.795615992205434, -97.11736951337606 49.795839850977615, -97.11736970515062 49.795942399108434, -97.11737961215191 49.79603808887893, -97.11741801089292 49.79633789243812, -97.11743535903075 49.79638503921562, -97.1174801101562 49.79652105386224, -97.11752081548266 49.79662165170619, -97.11756961044216 49.79669998299489, -97.11758715519473 49.79673489950206, -97.11761280932095 49.796775704684244, -97.1176521901274 49.796845967214175, -97.11769273949015 49.796904015277846, -97.11771707253389 49.79695739221528, -97.11778581135644 49.797040471271174, -97.11786644198898 49.79714772821633, -97.11789240088567 49.79717351634203, -97.11791334069719 49.79721406495976, -97.11794313721144 49.79725556702232, -97.11814506406121 49.79750408990167, -97.11816668761259 49.79752905374425, -97.11816577367422 49.79753470585806, -97.11815003915176 49.79755702815627, -97.11815167673768 49.797564970509775, -97.11816103965798 49.797570789558335, -97.11816849019881 49.797572169906815, -97.11819155763892 49.79757218479755, -97.11821329103101 49.79757793492534, -97.11822661516759 49.7975855273946, -97.11825052670328 49.79760678459379, -97.11835963101461 49.79773538866324, -97.11837228412264 49.7977746332262, -97.11838702099287 49.79778521702899, -97.11840403667269 49.797787202475206, -97.1184235371925 49.79779678422176, -97.11858800176348 49.79793123452957, -97.11861303112288 49.79795592797044, -97.11875429463356 49.79808307496878, -97.11882643800547 49.79816502309802, -97.11890205735152 49.798218243069904, -97.11895123211622 49.79826176859058, -97.11903424182493 49.798328691179215, -97.11912402941776 49.798392845293215, -97.11923996912286 49.79847784293984, -97.11941796238729 49.79861928952332, -97.11952390667872 49.798695907535425, -97.11964762383724 49.79879182521053, -97.11989312384864 49.79896905658588, -97.12017638467698 49.79914015376951, -97.12022932710524 49.79916538972036, -97.1203732588664 49.799248951406426, -97.12040947067493 49.79926483070563, -97.12049488167666 49.79931290132316, -97.12061187019027 49.799370929070896, -97.12073048066104 49.799426554313364, -97.12091324857126 49.79951569262811, -97.12099774181526 49.79954800643776, -97.12103288095793 49.79956647674054, -97.12123512287923 49.79963722043243, -97.12131913350042 49.79967483332753, -97.1214806879139 49.79973403262675, -97.1217393566071 49.79984418968385, -97.12181709710005 49.79988583833464, -97.12192740554121 49.799933411995184, -97.12207894683314 49.800010798267735, -97.1225215309916 49.80020579063003, -97.12280108579309 49.80031862250244, -97.1232621760218 49.800495201914, -97.12347292815343 49.80057246608114, -97.12355662241417 49.80061834775919, -97.12359122553588 49.800625564636725, -97.12365916086439 49.800644115552714, -97.12367226428528 49.800657460714596, -97.1236842423603 49.80068194165329, -97.1237173521959 49.80069902898894, -97.12375157001776 49.80070543001319, -97.12384732799921 49.80071966396881, -97.12404398582291 49.80076971334429, -97.12406742602569 49.800781696661566, -97.12408461974417 49.80079708694356, -97.12409903245648 49.800805326012934, -97.12418518310126 49.80082722991667, -97.12423340039544 49.800852567408526, -97.12439246962617 49.800897150197144, -97.12444840923354 49.80092045377976, -97.12460009314277 49.80099433090336, -97.12485762329443 49.801073159311315, -97.12495828837436 49.80110789078647, -97.1252386713784 49.801194198879664, -97.1253559640839 49.80122838501473, -97.12537928678178 49.801239826451955, -97.12541274133665 49.80124801366402, -97.1254935600996 49.801271269538546, -97.12554432705262 49.80128099614892, -97.12560447594055 49.8012996897872, -97.12567815865987 49.801328772281124, -97.12573026694211 49.801345981097356, -97.12577136747352 49.80136130812755, -97.12581211735713 49.801378518454435, -97.12588840182471 49.80140044137577, -97.12609469187338 49.801471243775744, -97.12638911424831 49.801570003264956, -97.12644610504353 49.80158685715066, -97.12684025242014 49.80172612054627, -97.12689335124183 49.80174555675951, -97.12697993552722 49.80177070383595, -97.12706990553616 49.80180175243615, -97.12716665335799 49.80183003208164, -97.12733545142711 49.80188916032044, -97.12744471067543 49.80193176436717, -97.1275462022058 49.801963178720015, -97.12766806660939 49.80200853011168, -97.12790103107568 49.80210312077781, -97.1279986343383 49.80213447189906, -97.12840627135932 49.802322350827104, -97.12851238068728 49.80237727580848, -97.12855424700844 49.802394413242425, -97.12864554693573 49.80244509153248, -97.12874173573414 49.802491531038015, -97.12877565794629 49.80251285775411, -97.1288077186335 49.80252839749315, -97.12886158476995 49.80256060385118, -97.1297607953444 49.80225507798302, -97.12965726319558 49.802193595292664, -97.12955329857532 49.80213328379425, -97.12944506310075 49.80207196769524, -97.12934670450016 49.80201751155695, -97.12923957816795 49.80195953148372, -97.12913567810793 49.80190458602507, -97.12901622037924 49.801842936342155, -97.12892281656691 49.80179583742165, -97.12881947360354 49.80174482756803, -97.12869834079244 49.80168647219178, -97.12857831477294 49.80163013809307, -97.12847908428682 49.80158465480947, -97.12835920928526 49.80153099354665, -97.12825384371767 49.80148496200758, -97.12814412605303 49.80143813204829, -97.12802295815949 49.80138769383443, -97.12836078664458 49.801271003031744, -97.12990485352415 49.80074624518624, -97.13000230081515 49.80074413012213, -97.13075356625589 49.800488784719136, -97.13078825034674 49.80047564082957, -97.13057928585144 49.8002503964274, -97.13049525557132 49.800163743729925, -97.13016445572757 49.799856852226725, -97.13009601202215 49.79980989274085, -97.13004393960018 49.7997517337623, -97.12966819048387 49.79943729470408, -97.12960113384185 49.79938500758379, -97.12961400918549 49.79937260538164, -97.12962098465532 49.799360107927306, -97.12961909560742 49.79934784948232, -97.12961080500374 49.79933319494643, -97.12956922231125 49.79929392914212, -97.12950903843519 49.79923181771939, -97.12939430757332 49.7990820239563, -97.12935766621004 49.79901684814093, -97.12933921824899 49.79897117783334, -97.12933023557747 49.79890930993468, -97.12932296141257 49.79890142602562, -97.12930585717213 49.79888643445628, -97.12928670218102 49.79887549737624, -97.1292624196201 49.79886652129767, -97.12919720957362 49.79885443174907, -97.12914343821024 49.79884048308137, -97.12910984213224 49.79883089346288, -97.12889003464106 49.79855182058876, -97.1280591916323 49.798833752313236, -97.12795205791186 49.79871746669712, -97.12783482261273 49.798627959394096, -97.12774652287798 49.7985157885221, -97.12782079140631 49.79849129325307, -97.12748639067225 49.79806648638021, -97.12743295112114 49.79806527360494, -97.12737800388598 49.79806672419031, -97.12729694384196 49.798064244530416, -97.12728736453305 49.79806040166509, -97.12724688480894 49.79805785832464, -97.12719864551623 49.79806193590602, -97.12704208049153 49.79805346802084, -97.1270247413488 49.79804904992204, -97.12698797616923 49.79803307379618, -97.12690759059447 49.79802626190193, -97.12687789394936 49.79802643660675, -97.12686262090341 49.798029697779754, -97.1268271094012 49.798020848053504, -97.1267595933134 49.798009501888785, -97.12672360645216 49.79800936975502, -97.12669931681735 49.79801581332174, -97.12665541030664 49.79801204499166, -97.1265984141381 49.797994572226514, -97.12657198522051 49.797980832001, -97.12655243103411 49.79797619810822, -97.12654268526447 49.79797667016857, -97.12652039890357 49.79798161691512, -97.12647044780745 49.79797963974948, -97.12642114235804 49.797971736194285, -97.12636582682512 49.797957528753535, -97.12633492613156 49.79794443576541, -97.12632971089921 49.79792834002308, -97.12632531537702 49.79792700961034, -97.12628881123923 49.79792587950688, -97.12623496483043 49.797931215274794, -97.1261388297736 49.79792327378275, -97.12605102719994 49.797901074727314, -97.12603133757437 49.79788915247042, -97.12602366781879 49.79787544570493, -97.1259936561234 49.79786452584503, -97.12596718938006 49.79785897046974, -97.12585924601525 49.797818545081284, -97.1258076528434 49.797812313336145, -97.12576493046953 49.79780307677189, -97.12556435235585 49.797732457838755, -97.12552955647088 49.797712285379845, -97.12549013949155 49.79769662567446, -97.12545936062946 49.79766239577844, -97.1254097883 49.79764342341577, -97.12538739777013 49.7976294784072, -97.12534572761595 49.79761099369052, -97.12527500437464 49.79755677776043, -97.12520985718587 49.79752010264793, -97.12515076520036 49.79744178791288, -97.12512844081559 49.79742253677432, -97.12510124191007 49.79739277234839, -97.12505052084627 49.797360378437986, -97.12502226296932 49.797358032116975, -97.12500693451035 49.79735193717346, -97.12497987106536 49.79733305906406, -97.12489195591816 49.79725625662648, -97.12487614508542 49.7972266764683, -97.12479552469799 49.797155299175124, -97.12475680275391 49.797143248533196, -97.12474078833498 49.79712825792221, -97.12471167892095 49.797106267584155, -97.12464760196207 49.79708148309478, -97.12463186057201 49.79706809532956, -97.12460050289454 49.79703448548928, -97.12456239241382 49.7970030151149, -97.12453295129393 49.79697015589518, -97.12449506992455 49.79694714466601, -97.1244531196451 49.79691795083571, -97.12442662628638 49.79688432974538, -97.12438019061086 49.79684534848783, -97.12437469560344 49.796789759327794, -97.12436183254358 49.79677740759363, -97.12435289947004 49.796774834268874, -97.12432520441794 49.79677231698472, -97.12430783132059 49.79676519937426, -97.12426297238683 49.796710592001475, -97.12424589834393 49.79668135110616, -97.1241831346646 49.79661519364544, -97.12417060285564 49.796576507596285, -97.12416252731278 49.79657691654778, -97.1241450880685 49.79658230112751, -97.1241314437435 49.796579381644925, -97.12412483344745 49.79657423731397, -97.12409495235404 49.79652401017584, -97.1240743837556 49.79649739052984, -97.12406859163352 49.79647977684631, -97.12407893802957 49.79646735114485, -97.12407965705178 49.79645234085368, -97.12407524799859 49.79644417380588, -97.12406278766024 49.79643938450121, -97.12404450843722 49.796437739231216, -97.12403601638258 49.7964345433611, -97.12402559755529 49.79642726846309, -97.12397915303109 49.79635617413692, -97.1239508198308 49.79633781492799, -97.12394284873962 49.796328330867865, -97.1239244874179 49.796282068203425, -97.12390811108303 49.796270738943015, -97.1238978105311 49.7962568095222, -97.12389252679014 49.796242511585994, -97.12388454530281 49.79623329720836, -97.1238676273982 49.796221599364685, -97.12384117630586 49.79619409553376, -97.12383649661965 49.79618214612167, -97.12383595573453 49.796156591077114, -97.12381909376575 49.79613266069958, -97.12379024379736 49.7961025094069, -97.12376798742484 49.796052765468666, -97.12375040010626 49.7960224367616, -97.1237238277961 49.795990883112005, -97.12369406481946 49.795962785896386, -97.12368032778048 49.795933509006254, -97.12364139617112 49.795894559025236, -97.12362954830566 49.795871412352255, -97.1236149214094 49.79585689021278, -97.12358384941906 49.79583749708216, -97.12354611257823 49.79578921144116, -97.12346924938207 49.795721402162144, -97.12338137131742 49.79562939729421, -97.1233437715978 49.79554522306877, -97.1233118078859 49.79552014845921, -97.12328108042652 49.79548825753655, -97.12326255945655 49.79546412029435, -97.12323041555355 49.795432926025406, -97.12321038501365 49.795393922284646, -97.12307440653372 49.79524283121188, -97.12305549600678 49.79522374291042, -97.12301423894341 49.79519464972307, -97.1229487260203 49.79513880765841, -97.12291754486101 49.795093506474394, -97.12284644298323 49.79503127717304, -97.12279488346259 49.79497395202826, -97.1227495303892 49.79493939526644, -97.12273422437806 49.79492196646187, -97.12268445191658 49.79488670839932, -97.12259768701281 49.79480911322755, -97.1225620517695 49.794771205757336, -97.12249686653998 49.794710511344974, -97.12242760132382 49.79466549232433, -97.12239905392221 49.79465630432971, -97.12236577192466 49.794633007119415, -97.12223210638258 49.79453576163866, -97.12217104966834 49.79447612342489, -97.12214816864058 49.79446055068997, -97.12210672128617 49.79443999950181, -97.12203780642491 49.79441108728464, -97.12202226088579 49.79439986116858, -97.12198225264518 49.794352887450074, -97.12193147050678 49.794325798296924, -97.12178512753843 49.7941863392985, -97.1217230875283 49.79415214124519, -97.12169807136547 49.79414148114807, -97.12166257539988 49.79411436986067, -97.12163800717417 49.79410290744733, -97.12158463972268 49.79406723080369, -97.12148558897276 49.79402712535077, -97.12142244220043 49.793989221164956, -97.12130452473197 49.79393036950181, -97.1212317161534 49.793897975485855, -97.12112161738888 49.79383817101248, -97.12103824860439 49.79380218743471, -97.1208289485833 49.79373492680254, -97.12064863939788 49.7936833379488, -97.12061133776258 49.79367058932348, -97.12046340384056 49.79363697604007, -97.12041777384785 49.793624002278754, -97.1202884435987 49.79360157477116, -97.12020703829228 49.79359026923406, -97.12005345405451 49.7935805808637, -97.11965251495117 49.79357857140916)))","42.223745"
"139","Mostyn Place Park",,"14 Granite Wy","Park and Open Space","North Assiniboine Parkway","North Downtown","Linkage","LEGISLATURE","Fort Rouge - East Fort Garry","Downtown","0","2.291348","MULTIPOLYGON (((-97.15154401381879 49.88193172674896, -97.15134954881749 49.881925936798815, -97.15126461980576 49.88192035098373, -97.15124773799508 49.88191999537182, -97.15112680245508 49.88192274382982, -97.15098433724864 49.881918972735484, -97.1509284435068 49.881918860072346, -97.15084820163553 49.88190948445929, -97.15076155164408 49.881896588445095, -97.15070628287283 49.881892580004184, -97.15065179562723 49.88188728152597, -97.15054549708064 49.881871283398276, -97.15042776740974 49.88187137567443, -97.15024257281004 49.881875264721614, -97.15014745299048 49.88187032860719, -97.1500623170399 49.881871218625655, -97.14996536866073 49.88188010552211, -97.14987410535677 49.88188593482065, -97.1498306669809 49.881889738979844, -97.14971622726159 49.8818900710434, -97.1496614307314 49.88189603253611, -97.14962908582461 49.88190460117426, -97.14961730852058 49.88191043983331, -97.14959982366342 49.881923563299786, -97.14957412559359 49.881933047585164, -97.1495319546242 49.88194011007622, -97.14896170136845 49.88199280067449, -97.14883947244005 49.88199652723821, -97.14852570674223 49.882024607128585, -97.14816647890203 49.882046914907896, -97.14803557756625 49.88206157107523, -97.14790978996015 49.882056502927405, -97.14776720424796 49.88205791248663, -97.14801184247709 49.8825088225434, -97.14806880151473 49.882502231500055, -97.14809820048717 49.88247991658968, -97.14813493418345 49.882441444128496, -97.14858889403526 49.88241439217227, -97.14860062546421 49.8824819042444, -97.14860720261905 49.882501957366365, -97.14861610897921 49.882520321063986, -97.1486263395517 49.882536356910535, -97.14864109933679 49.88255460702171, -97.1486531510551 49.88256688077486, -97.14867027731312 49.88258161899569, -97.1486848920005 49.882592340000784, -97.14870235775612 49.882603433630734, -97.14872900876946 49.882617529356764, -97.14875067228932 49.8826269536581, -97.14877379527195 49.88263533849979, -97.14879732462757 49.88264232198377, -97.14883207882221 49.88265011246971, -97.14886479581263 49.882654960220435, -97.14888393642508 49.882656751459244, -97.1492106531986 49.88268092084015, -97.1499142629173 49.88273554094922, -97.14971169847155 49.88236206135344, -97.15010632477777 49.88233138088979, -97.15150335587751 49.882387552954846, -97.15178328949757 49.882392951092285, -97.15174615350475 49.8828092334362, -97.15225427664978 49.88282967391093, -97.15229405168928 49.882383737310036, -97.15234473156113 49.88238570193116, -97.15235785742804 49.88223788001492, -97.15302593846232 49.88201385886908, -97.15304872347909 49.88156829890249, -97.15291920137862 49.88160941921601, -97.1528545620689 49.88164715771197, -97.15280785449319 49.88166368382564, -97.15267691135568 49.88170252437158, -97.15257569804817 49.88172834607739, -97.1525224042986 49.88174482039004, -97.15239844570867 49.88178077279024, -97.15225681990441 49.88181843064261, -97.15211194035854 49.88185128347828, -97.15176375350107 49.88194603470127, -97.1517405686729 49.881958977649965, -97.15171937795438 49.881974381048856, -97.15169670643874 49.881977527594344, -97.15168073840783 49.88197646341646, -97.15167185002991 49.881972273919644, -97.15166385982022 49.88196279167841, -97.1516398792023 49.881949186586944, -97.15158551185223 49.88193662607653, -97.15154401381879 49.88193172674896)))","2.291348"
"357","Richardson-Fir Tot Lot",,"30 Richardson Ave","Park and Open Space",,"North","Neighbourhood","GARDEN CITY","Old Kildonan","Seven Oaks","0","0.400446","MULTIPOLYGON (((-97.15321824783136 49.94356025068162, -97.15363512421737 49.94302070676073, -97.15289028538506 49.94278108777765, -97.15247344916804 49.9433206216131, -97.15321824783136 49.94356025068162)))","0.400446"
"906","Warde-Paddington Buffer",,"NE Warde Ave & Paddington Rd","Park and Open Space",,"East","Buffer","RIVER PARK SOUTH","St. Norbert - Seine River","St. Vital","0","0.092356","MULTIPOLYGON (((-97.10543654723708 49.80839942870738, -97.1065588490736 49.80801485609926, -97.10649412211886 49.807935255477155, -97.10537051047517 49.8083181907928, -97.10543654723708 49.80839942870738)))","0.092356"
"746","Parc Orange Park",,"170 Notre Dame St","Park and Open Space",,"East","Neighbourhood","NORTH ST. BONIFACE","St. Boniface","St. Boniface","0","0.112552","MULTIPOLYGON (((-97.12374164157667 49.89329177610497, -97.12335059859701 49.89339178889188, -97.12354170293486 49.89370322702671, -97.12393268994825 49.893603132628044, -97.12374164157667 49.89329177610497)))","0.112552"
"1094","Ogimaa Gichi Makwa Gitigaan",,"565 Sherbrook St","Park and Open Space",,"North Downtown","Neighbourhood","SPENCE","Daniel McIntyre","Downtown","0","0.109909","MULTIPOLYGON (((-97.15837520677364 49.8957433496853, -97.15839443651318 49.895471612360886, -97.15788927043846 49.89545628327317, -97.15786991551487 49.89572799538016, -97.15837520677364 49.8957433496853)))","0.109909"
"513","Bunn's Creek Greenway-D",,"W side Gilmore Ave between McIvor Ave & Malcana St","Park and Open Space",,"East","Linkage","RIVER EAST","North Kildonan","River East","0.039473","1.59631","MULTIPOLYGON (((-97.05484319422021 49.9427429971337, -97.05470608647815 49.94282145821828, -97.05460524544769 49.942828717820575, -97.05359217253877 49.94362814009341, -97.05394188547729 49.94378352897939, -97.0543114098443 49.94349194900877, -97.05441228093889 49.944160183927586, -97.0546175254254 49.9444305163523, -97.05451544952582 49.94451105244124, -97.05446953708883 49.94454840536228, -97.05490794095768 49.944746029740344, -97.05492187614068 49.94474885062835, -97.05493647801667 49.944749036212585, -97.05495057451155 49.9447465715965, -97.05496303411775 49.94474165461177, -97.05497285671933 49.94473467993817, -97.0549875533886 49.94472091139001, -97.05500059462933 49.944726708452414, -97.05506082151223 49.944670298952545, -97.05503606892727 49.9444108288157, -97.05568258053333 49.94390073276828, -97.05572925568897 49.943862167227266, -97.05552651467437 49.943775106226305, -97.0554980754515 49.943761564034276, -97.05547322798687 49.94374534374333, -97.05545257146234 49.94372683649876, -97.05543660399536 49.94370648859422, -97.0554257106274 49.9436847907095, -97.0554201540394 49.943662266077695, -97.05542006821781 49.943639457867896, -97.0554254552245 49.94361691608676, -97.05549951919747 49.943413935217464, -97.05550813304853 49.943385895352776, -97.05552050483374 49.94335844739299, -97.05553654019619 49.94333180066371, -97.05555611684022 49.943306158379805, -97.05557908546406 49.94328171609555, -97.05571112528645 49.94314886899173, -97.05564408636593 49.94312233859967, -97.05492983168426 49.942805350353744, -97.05490705746098 49.94280698993649, -97.0548565597283 49.942787365856546, -97.05484670528988 49.94278005250432, -97.0548401206591 49.94277134206724, -97.05483725481393 49.942761828475355, -97.0548383031626 49.94275216042241, -97.05484319422021 49.9427429971337)))","1.635783"
"185","Disraeli Buffer North",,"E of 90 MacDonald Ave","Park and Open Space",,"North Downtown","Fragment","SOUTH POINT DOUGLAS","Point Douglas","Point Douglas","0","0.031654","MULTIPOLYGON (((-97.12944130697204 49.902850373350326, -97.12894865949471 49.902960487673745, -97.12937578874816 49.90302589587725, -97.12944130697204 49.902850373350326)))","0.031654"
"354","Teakwood Tot Lot",,"105 Teakwood Ave","Park and Open Space",,"North","Neighbourhood","GARDEN CITY","Old Kildonan","Seven Oaks","0","0.269254","MULTIPOLYGON (((-97.14739796195204 49.9417392920739, -97.14738429556812 49.94175381923232, -97.14736849802505 49.941766745215915, -97.1473500853781 49.941778540317735, -97.14732763538083 49.94178964326425, -97.14730259365288 49.941798879483244, -97.14727903341497 49.94180515002448, -97.14725143573858 49.94180995867572, -97.14722783652728 49.94181210725566, -97.1472028316566 49.94181251128003, -97.14718169694767 49.94181136424985, -97.14716106191375 49.94180889508485, -97.14714125566476 49.94180520057115, -97.14711530247187 49.94179819272572, -97.14700269263832 49.94176195246209, -97.14678909106534 49.94203905253973, -97.14754831560188 49.94228343915257, -97.1478548363558 49.94188626783884, -97.14739796195204 49.9417392920739)))","0.269254"
"1205","Seine River Greenway-Woodydell Novavista",,"E (behind) 649 St. Anne's Rd","Park and Open Space","Seine River Greenway","East","Linkage","MEADOWOOD","St. Vital","St. Vital","0","0.394128","MULTIPOLYGON (((-97.08525247668457 49.8298491852597, -97.08568096392314 49.82970077870424, -97.08563983367242 49.82950646610279, -97.08559562774425 49.82931321886717, -97.08560680062696 49.829205070009074, -97.08557858331241 49.82913127983382, -97.08551257155372 49.82892486972002, -97.08481085721137 49.829167910130494, -97.08485274696982 49.82920196734702, -97.08489098581771 49.82924424694784, -97.08487621600739 49.82928031628679, -97.08485531881755 49.82929879776098, -97.08484848198496 49.829331067330145, -97.08487788251732 49.829361237290556, -97.0849152923577 49.829385782717914, -97.08496744004361 49.82943854665245, -97.08499271081475 49.82946765886134, -97.0850134744302 49.82949938612756, -97.08506340990085 49.829628131534975, -97.08508123348344 49.829655681422004, -97.08525247668457 49.8298491852597)))","0.394128"
"6262","Red Spruce Park",,"355 Eagleview Rd","Park and Open Space",,"South","Neighbourhood","BRIDGWATER LAKES","Waverley West","Fort Garry","0","0.957959","MULTIPOLYGON (((-97.20712197605738 49.793728860744714, -97.20718197504287 49.79375857863667, -97.20724462456533 49.79378723025922, -97.20730546180353 49.79381290483053, -97.20738348899735 49.79384360041772, -97.20740778619162 49.79385200698513, -97.20742998201261 49.793857965199756, -97.20745634646393 49.79386315736867, -97.20748089185597 49.79386630683144, -97.20751705880069 49.79386817126706, -97.20755526876249 49.79386663796041, -97.20757972032503 49.79386373124748, -97.20766410991996 49.79385002296318, -97.20772380626585 49.79384215257543, -97.20779828050104 49.79383453515697, -97.20786923999438 49.79382950332647, -97.20793404583577 49.79382677695657, -97.20799993367123 49.793825818636776, -97.20806348661388 49.793826621856766, -97.20812936027733 49.793829249318186, -97.20822054246625 49.79346165665926, -97.20822581950179 49.79343285767521, -97.20822845727868 49.79340441110254, -97.20821778285834 49.7920671001984, -97.20828376254512 49.79204935321886, -97.20835266819572 49.7920323224881, -97.20842633390194 49.79201575705199, -97.20849000051977 49.79200276591979, -97.20855347465833 49.79199100547694, -97.20861424478976 49.79198083595693, -97.20867345012728 49.79197193370065, -97.20878573862103 49.791956416945546, -97.20878661822718 49.79190148549613, -97.20871592117125 49.79190884816988, -97.20867079405323 49.7919148064834, -97.20860666037132 49.791924214387194, -97.20853427002844 49.791936181473815, -97.20847067810124 49.79194789790611, -97.20840434034793 49.79196134826658, -97.20834067499855 49.79197546531334, -97.20827529109452 49.79199122968105, -97.20821511988916 49.7920069045909, -97.20815323763809 49.79202422944896, -97.2080895783319 49.79204337001804, -97.20802664436137 49.79206365677944, -97.2079626049661 49.79208575064868, -97.20790710222826 49.79210613463985, -97.20784776634366 49.792129253539855, -97.20778987231574 49.792153196279834, -97.20746121080424 49.791906628195925, -97.20741366666589 49.79186835158485, -97.20731565658004 49.79191292995804, -97.2071906230074 49.79197892451011, -97.20794230291553 49.79254187521902, -97.20756399901036 49.792753587185594, -97.20751005276672 49.79278641298063, -97.20752888732311 49.792809524273316, -97.20753720323985 49.79282594955039, -97.20754185733219 49.792837986159974, -97.20754401692555 49.79284854017065, -97.20754471112896 49.79287289268532, -97.20754310232965 49.79288194438736, -97.20753933272273 49.792889106081134, -97.20761842521317 49.79294696944245, -97.20794545883763 49.79319187708143, -97.2070638001538 49.793685295247776, -97.20712197605738 49.793728860744714)))","0.957959"
